,close,high,low,open,time,volumefrom,volumeto,timestamp
0,1526.33,1527.66,1516.87,1521.95,1525482000,2369.67,3613245.18,2018-05-04 21:00:00
1,1531.22,1536.15,1521.83,1526.33,1525485600,3529.33,5397353.43,2018-05-04 22:00:00
2,1553.94,1555.7,1527.34,1531.23,1525489200,4107.71,6346846.12,2018-05-04 23:00:00
3,1584.93,1601.25,1552.33,1553.81,1525492800,12760.67,20008835.07,2018-05-05 00:00:00
4,1598.1,1621.61,1579.5,1584.93,1525496400,8948.94,14333762.69,2018-05-05 01:00:00
5,1591.7,1619.19,1588.48,1598.1,1525500000,3562.34,5715863.08,2018-05-05 02:00:00
6,1604.37,1616.37,1590.85,1591.67,1525503600,2621.75,4213320.4,2018-05-05 03:00:00
7,1613.21,1619.0,1596.6,1604.37,1525507200,3358.11,5407305.9,2018-05-05 04:00:00
8,1652.32,1656.09,1611.2,1613.17,1525510800,5667.06,9270368.91,2018-05-05 05:00:00
9,1667.37,1684.69,1650.85,1652.32,1525514400,8716.19,14558082.92,2018-05-05 06:00:00
10,1663.41,1675.03,1643.65,1668.4,1525518000,6167.17,10235282.01,2018-05-05 07:00:00
11,1718.73,1726.3,1655.32,1663.34,1525521600,8271.5,14025534.99,2018-05-05 08:00:00
12,1682.37,1726.49,1679.88,1718.73,1525525200,9992.16,17051492.79,2018-05-05 09:00:00
13,1712.65,1713.53,1682.3,1682.3,1525528800,4269.03,7256099.99,2018-05-05 10:00:00
14,1683.35,1714.89,1683.04,1712.65,1525532400,4842.39,8222876.93,2018-05-05 11:00:00
15,1690.25,1697.35,1667.5,1683.26,1525536000,4845.77,8140824.94,2018-05-05 12:00:00
16,1682.28,1702.1,1679.69,1689.75,1525539600,3099.03,5244805.54,2018-05-05 13:00:00
17,1677.19,1689.31,1672.47,1682.34,1525543200,3321.32,5575386.53,2018-05-05 14:00:00
18,1674.35,1678.63,1666.9,1677.19,1525546800,2095.35,3503968.32,2018-05-05 15:00:00
19,1677.07,1681.8,1663.16,1674.45,1525550400,3079.98,5155031.59,2018-05-05 16:00:00
20,1709.08,1711.88,1670.95,1677.07,1525554000,4157.22,7036848.83,2018-05-05 17:00:00
21,1717.65,1729.5,1707.55,1708.81,1525557600,4781.08,8222557.95,2018-05-05 18:00:00
22,1758.59,1758.59,1716.46,1717.67,1525561200,5921.31,10281950.84,2018-05-05 19:00:00
23,1779.58,1787.7,1749.3,1758.59,1525564800,8288.53,14689609.32,2018-05-05 20:00:00
24,1829.25,1843.66,1760.57,1779.58,1525568400,14409.76,26039680.87,2018-05-05 21:00:00
25,1786.58,1835.53,1785.69,1829.25,1525572000,9355.05,16905836.68,2018-05-05 22:00:00
26,1774.51,1803.25,1755.43,1786.59,1525575600,6137.86,10936156.24,2018-05-05 23:00:00
27,1756.0,1799.0,1750.79,1774.57,1525579200,5108.48,9070218.26,2018-05-06 00:00:00
28,1717.98,1762.77,1717.49,1756.0,1525582800,8508.81,14819535.37,2018-05-06 01:00:00
29,1730.43,1738.95,1679.1,1718.93,1525586400,13959.2,23828385.94,2018-05-06 02:00:00
30,1766.67,1766.89,1711.52,1730.81,1525590000,4733.61,8253263.46,2018-05-06 03:00:00
31,1731.58,1775.8,1711.41,1766.66,1525593600,8515.1,14810566.76,2018-05-06 04:00:00
32,1723.65,1736.1,1708.49,1733.18,1525597200,3387.97,5844119.83,2018-05-06 05:00:00
33,1717.43,1738.56,1712.61,1723.65,1525600800,3029.97,5240240.19,2018-05-06 06:00:00
34,1690.47,1718.28,1680.0,1717.43,1525604400,4985.47,8476925.44,2018-05-06 07:00:00
35,1691.01,1696.11,1635.48,1690.47,1525608000,11805.99,19688516.91,2018-05-06 08:00:00
36,1715.29,1729.69,1689.1,1691.01,1525611600,6607.09,11338479.91,2018-05-06 09:00:00
37,1708.69,1723.41,1693.63,1716.24,1525615200,4898.08,8391925.43,2018-05-06 10:00:00
38,1682.71,1709.06,1676.9,1708.8,1525618800,3546.52,5987333.57,2018-05-06 11:00:00
39,1721.78,1729.64,1682.27,1682.72,1525622400,4269.24,7318709.72,2018-05-06 12:00:00
40,1730.65,1746.47,1719.79,1721.78,1525626000,3748.92,6500948.24,2018-05-06 13:00:00
41,1721.23,1737.19,1718.19,1730.15,1525629600,2128.09,3678935.58,2018-05-06 14:00:00
42,1722.07,1730.02,1712.28,1721.23,1525633200,1790.48,3084111.55,2018-05-06 15:00:00
43,1706.53,1728.1,1699.7,1722.07,1525636800,2473.61,4240339.27,2018-05-06 16:00:00
44,1711.56,1715.54,1689.57,1706.61,1525640400,2355.83,3997304.34,2018-05-06 17:00:00
45,1732.63,1741.42,1710.07,1711.64,1525644000,2701.62,4672812.64,2018-05-06 18:00:00
46,1756.57,1769.04,1723.97,1732.63,1525647600,4393.74,7698592.88,2018-05-06 19:00:00
47,1706.41,1779.2,1703.59,1756.57,1525651200,6464.29,11254501.84,2018-05-06 20:00:00
48,1680.44,1717.46,1651.64,1707.46,1525654800,10240.8,17216262.8,2018-05-06 21:00:00
49,1650.06,1682.05,1628.05,1679.36,1525658400,8435.9,13933172.61,2018-05-06 22:00:00
50,1650.55,1653.87,1598.57,1650.06,1525662000,8344.95,13545640.54,2018-05-06 23:00:00
51,1632.68,1656.09,1631.25,1649.31,1525665600,3706.15,6096469.58,2018-05-07 00:00:00
52,1638.31,1650.17,1605.48,1632.67,1525669200,3772.71,6135767.61,2018-05-07 01:00:00
53,1641.45,1648.57,1633.55,1638.29,1525672800,1411.21,2318098.33,2018-05-07 02:00:00
54,1607.87,1641.4,1584.04,1641.4,1525676400,6451.02,10334015.56,2018-05-07 03:00:00
55,1631.81,1638.57,1584.66,1607.19,1525680000,4980.87,8045683.44,2018-05-07 04:00:00
56,1581.42,1632.37,1579.72,1631.81,1525683600,6749.61,10808075.64,2018-05-07 05:00:00
57,1586.25,1600.35,1583.58,1585.28,1525687200,5015.48,7988273.87,2018-05-07 06:00:00
58,1621.96,1622.66,1584.55,1586.25,1525690800,3382.89,5439714.07,2018-05-07 07:00:00
59,1628.23,1647.21,1618.86,1622.02,1525694400,4104.39,6698950.97,2018-05-07 08:00:00
