,close,high,low,open,time,volumefrom,volumeto,timestamp
67,760.02,760.23,749.67,756.01,1525723200,20658.22,15604920.78,2018-05-07 16:00:00
68,749.73,763.94,748.9,760.06,1525726800,30628.32,23220007.64,2018-05-07 17:00:00
69,740.46,751.11,734.91,749.73,1525730400,35678.94,26497957.61,2018-05-07 18:00:00
70,752.4,756.6,740.41,740.46,1525734000,17650.27,13182929.12,2018-05-07 19:00:00
71,761.22,762.25,752.03,752.39,1525737600,18256.36,13849795.34,2018-05-07 20:00:00
72,768.77,774.17,761.17,761.17,1525741200,38407.84,29504996.04,2018-05-07 21:00:00
73,767.54,775.38,767.0,768.75,1525744800,19498.25,15044356.57,2018-05-07 22:00:00
74,770.63,770.95,762.0,767.56,1525748400,14258.77,10929197.11,2018-05-07 23:00:00
75,765.72,770.84,764.5,770.55,1525752000,11652.32,8931521.79,2018-05-08 00:00:00
76,751.08,765.7,748.74,765.7,1525755600,34408.41,26014810.23,2018-05-08 01:00:00
77,753.17,758.38,746.25,751.08,1525759200,23120.53,17409857.14,2018-05-08 02:00:00
78,759.19,759.45,753.1,753.17,1525762800,10082.01,7636112.9,2018-05-08 03:00:00
79,758.38,760.03,754.42,759.19,1525766400,15494.93,11741004.2,2018-05-08 04:00:00
80,741.12,758.51,734.08,758.38,1525770000,29869.6,22244298.28,2018-05-08 05:00:00
81,744.23,751.07,738.33,741.12,1525773600,14697.11,10939577.84,2018-05-08 06:00:00
82,728.86,744.23,727.89,744.23,1525777200,45684.13,33521325.8,2018-05-08 07:00:00
83,736.72,739.4,720.36,728.86,1525780800,43973.65,31990507.77,2018-05-08 08:00:00
84,729.31,741.74,728.98,736.69,1525784400,24752.64,18187441.33,2018-05-08 09:00:00
85,732.19,737.08,728.85,729.31,1525788000,22743.58,16647612.81,2018-05-08 10:00:00
86,735.72,735.72,728.94,732.19,1525791600,21773.66,15926815.12,2018-05-08 11:00:00
87,732.22,735.72,730.99,735.72,1525795200,13127.03,9630911.57,2018-05-08 12:00:00
88,734.83,740.04,730.89,732.22,1525798800,13983.07,10288026.34,2018-05-08 13:00:00
89,745.97,748.11,726.34,734.83,1525802400,30874.08,22763320.08,2018-05-08 14:00:00
90,749.23,750.2,745.15,745.98,1525806000,10839.1,8107057.84,2018-05-08 15:00:00
91,740.13,749.3,739.6,749.23,1525809600,16280.66,12140147.74,2018-05-08 16:00:00
92,746.71,748.0,739.68,740.15,1525813200,7846.25,5840262.54,2018-05-08 17:00:00
93,752.91,755.38,746.71,746.71,1525816800,11775.38,8870222.48,2018-05-08 18:00:00
94,747.79,756.75,746.29,752.91,1525820400,16904.35,12734156.86,2018-05-08 19:00:00
95,739.99,749.9,739.96,747.79,1525824000,16561.01,12312449.7,2018-05-08 20:00:00
96,741.77,743.04,739.8,739.84,1525827600,6864.6,5092960.31,2018-05-08 21:00:00
97,726.55,742.58,726.11,741.78,1525831200,25368.35,18624693.44,2018-05-08 22:00:00
98,719.65,726.79,716.87,726.55,1525834800,47492.65,34266911.1,2018-05-08 23:00:00
99,722.19,722.22,709.78,719.65,1525838400,40481.97,28994676.29,2018-05-09 00:00:00
100,722.18,723.88,715.37,722.19,1525842000,30117.05,21558439.79,2018-05-09 01:00:00
101,723.16,724.52,719.68,722.18,1525845600,15418.94,11140327.26,2018-05-09 02:00:00
102,716.58,723.65,716.58,723.16,1525849200,12763.55,9184815.69,2018-05-09 03:00:00
103,725.47,727.66,716.51,716.58,1525852800,20398.98,14728992.5,2018-05-09 04:00:00
104,729.84,733.97,725.42,725.47,1525856400,15799.85,11542937.26,2018-05-09 05:00:00
105,739.76,739.84,728.58,729.84,1525860000,10872.8,7984738.62,2018-05-09 06:00:00
106,742.41,745.67,737.4,739.75,1525863600,24005.97,17805442.42,2018-05-09 07:00:00
107,747.36,750.93,742.5,742.5,1525867200,30541.0,22833863.14,2018-05-09 08:00:00
108,744.53,747.97,742.65,747.36,1525870800,11696.25,8718317.55,2018-05-09 09:00:00
109,747.49,747.49,741.56,744.53,1525874400,9615.91,7160577.08,2018-05-09 10:00:00
110,747.55,749.79,745.85,747.49,1525878000,12067.14,9024769.23,2018-05-09 11:00:00
111,749.76,750.9,747.51,747.63,1525881600,10417.53,7806744.72,2018-05-09 12:00:00
112,750.97,759.91,748.9,749.76,1525885200,39303.37,29742976.52,2018-05-09 13:00:00
113,748.45,755.32,748.32,750.97,1525888800,10962.02,8245470.3,2018-05-09 14:00:00
114,749.45,750.08,745.19,748.35,1525892400,14963.84,11182821.7,2018-05-09 15:00:00
115,742.92,755.76,742.8,749.45,1525896000,21392.16,16026358.22,2018-05-09 16:00:00
116,746.73,748.01,741.23,742.92,1525899600,15163.61,11264085.2,2018-05-09 17:00:00
117,750.38,754.05,746.59,746.73,1525903200,13398.4,10062812.25,2018-05-09 18:00:00
118,751.27,751.28,745.76,750.38,1525906800,8522.21,6385547.11,2018-05-09 19:00:00
119,753.42,758.69,750.88,751.27,1525910400,18719.0,14134333.24,2018-05-09 20:00:00
120,755.36,758.52,753.24,753.42,1525914000,10031.6,7585214.36,2018-05-09 21:00:00
121,756.65,756.65,751.9,755.37,1525917600,8763.87,6609478.67,2018-05-09 22:00:00
122,755.52,757.31,752.49,756.65,1525921200,9990.73,7541207.1,2018-05-09 23:00:00
123,763.16,763.64,755.04,755.52,1525924800,16524.73,12563111.09,2018-05-10 00:00:00
124,757.68,767.22,757.68,763.16,1525928400,20323.06,15521004.36,2018-05-10 01:00:00
125,756.53,761.14,752.6,757.68,1525932000,13576.25,10278391.84,2018-05-10 02:00:00
126,762.5,765.47,755.22,756.53,1525935600,11509.07,8745720.63,2018-05-10 03:00:00
127,761.48,765.09,761.28,762.5,1525939200,8056.59,6148662.47,2018-05-10 04:00:00
128,763.53,763.67,760.82,761.54,1525942800,6435.5,4906689.9,2018-05-10 05:00:00
129,763.61,764.19,760.11,763.53,1525946400,10104.4,7705488.56,2018-05-10 06:00:00
130,758.88,763.69,756.64,763.61,1525950000,9897.91,7520767.98,2018-05-10 07:00:00
131,760.75,761.43,757.2,758.88,1525953600,9008.16,6835560.09,2018-05-10 08:00:00
132,765.87,766.41,758.92,760.78,1525957200,19381.34,14798703.27,2018-05-10 09:00:00
133,758.43,765.87,758.42,765.87,1525960800,11045.8,8412291.74,2018-05-10 10:00:00
134,760.15,761.28,756.7,758.43,1525964400,12611.63,9561098.76,2018-05-10 11:00:00
135,761.86,763.37,760.04,760.15,1525968000,9786.4,7457758.4,2018-05-10 12:00:00
136,741.29,761.91,737.01,761.86,1525971600,62568.98,46555795.99,2018-05-10 13:00:00
137,741.46,743.55,733.91,741.28,1525975200,31736.0,23409066.84,2018-05-10 14:00:00
138,736.68,741.46,735.32,741.46,1525978800,15517.93,11448603.26,2018-05-10 15:00:00
139,737.49,737.78,731.68,736.69,1525982400,17335.69,12738351.26,2018-05-10 16:00:00
140,736.44,740.25,734.44,737.48,1525986000,11567.8,8531362.1,2018-05-10 17:00:00
141,734.14,736.8,731.87,736.44,1525989600,14313.63,10507686.32,2018-05-10 18:00:00
142,723.61,734.14,722.65,734.14,1525993200,24806.88,18020641.54,2018-05-10 19:00:00
143,726.57,727.52,716.79,723.63,1525996800,40442.71,29167750.6,2018-05-10 20:00:00
144,728.58,729.9,723.35,726.56,1526000400,18586.31,13533517.04,2018-05-10 21:00:00
145,724.01,731.73,723.68,728.58,1526004000,11511.58,8386397.49,2018-05-10 22:00:00
146,730.64,731.57,723.56,724.01,1526007600,19578.1,14290538.15,2018-05-10 23:00:00
147,733.18,735.08,730.55,730.64,1526011200,12991.34,9523787.39,2018-05-11 00:00:00
148,735.69,735.76,732.28,733.18,1526014800,8570.34,6292844.78,2018-05-11 01:00:00
149,712.7,735.97,712.53,735.69,1526018400,27563.49,19942969.6,2018-05-11 02:00:00
150,693.5,717.14,684.81,712.7,1526022000,90014.11,62978418.13,2018-05-11 03:00:00
151,700.49,712.45,691.76,693.48,1526025600,49983.94,35176431.15,2018-05-11 04:00:00
152,692.91,700.52,680.08,700.49,1526029200,40124.78,27655026.51,2018-05-11 05:00:00
153,689.01,696.71,687.35,692.91,1526032800,22231.47,15405882.08,2018-05-11 06:00:00
154,678.53,690.9,678.38,689.01,1526036400,34460.38,23596328.92,2018-05-11 07:00:00
155,678.28,683.01,669.49,678.53,1526040000,60438.17,40809264.01,2018-05-11 08:00:00
156,667.05,683.88,666.79,678.24,1526043600,46952.19,31703449.9,2018-05-11 09:00:00
157,687.12,689.48,667.02,667.05,1526047200,45452.12,30933197.48,2018-05-11 10:00:00
158,681.51,688.46,674.78,687.12,1526050800,27512.87,18737656.75,2018-05-11 11:00:00
159,689.09,691.54,680.1,681.48,1526054400,30069.17,20616621.9,2018-05-11 12:00:00
160,680.97,693.15,678.03,689.09,1526058000,26320.18,18066983.91,2018-05-11 13:00:00
161,685.79,688.44,677.1,681.11,1526061600,22628.69,15386757.11,2018-05-11 14:00:00
162,689.23,692.61,685.36,685.79,1526065200,18604.1,12822070.73,2018-05-11 15:00:00
163,674.26,691.77,670.13,689.23,1526068800,34960.74,23705446.12,2018-05-11 16:00:00
164,669.02,677.55,665.49,674.26,1526072400,25498.67,17085243.11,2018-05-11 17:00:00
165,678.91,681.96,668.53,668.99,1526076000,16404.22,11108700.05,2018-05-11 18:00:00
166,677.8,685.6,675.33,678.86,1526079600,17512.41,11923121.12,2018-05-11 19:00:00
167,685.58,686.18,677.79,677.8,1526083200,8748.41,5981801.54,2018-05-11 20:00:00
168,681.85,686.02,678.72,685.58,1526086800,6567.55,4479112.92,2018-05-11 21:00:00
